id,track_id,genre_allmusic,trackname,popularity,preview_url,track_number,firstartist,imageurl,spotifyurl,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,density,baseline_ranking,baseline_score
1,2cX2coZS1PYBfPs8wgbdWE,pop-rock,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",79,,17,Bee Gees,https://i.scdn.co/image/ab67616d00001e02324045726c4b0deb6cb7c875,https://open.spotify.com/track/2cX2coZS1PYBfPs8wgbdWE,0.175,0.601,196213,0.703,8.4e-05,7,0.571,-6.24,0.0379,106.164,4,0.673,19.36528286,862,3985
2,77oU2rjC5XbjQfNe3bD6so,pop-rock,Beast Of Burden - Remastered,75,,9,The Rolling Stones,https://i.scdn.co/image/ab67616d00001e0205c7aec05eabf142cc33b936,https://open.spotify.com/track/77oU2rjC5XbjQfNe3bD6so,0.39,0.783,265173,0.878,0.000778,1,0.0426,-3.864,0.0308,100.626,4,0.885,3.247493243,2816,2031
3,1ynmMEK1fkyiZ6Z6F3ThEt,pop-rock,Centerfold,74,,3,The J. Geils Band,https://i.scdn.co/image/ab67616d00001e0238b2429ef948e6ca8d3ab599,https://open.spotify.com/track/1ynmMEK1fkyiZ6Z6F3ThEt,0.249,0.653,216533,0.677,0,0,0.403,-12.244,0.0396,114.37,4,0.888,19.30405677,865,3982
4,3TW48DvQ7ChwY1Yy1tkMaP,pop-rock,Runaway Train,72,https://p.scdn.co/mp3-preview/7ff6d58eb9792c6877a57a82bcf6611614d8092f?cid=9fdb4c15be18472b830ea3f6f9779309,3,Soul Asylum,https://i.scdn.co/image/ab67616d00001e02a1b5db0138571e123e6c5894,https://open.spotify.com/track/3TW48DvQ7ChwY1Yy1tkMaP,0.0132,0.613,265867,0.72,0,0,0.104,-7.957,0.0425,117.341,4,0.561,18.64502102,897,3950
5,2JuasWPUodaUxf5nwNpciQ,pop-rock,Nutshell,71,https://p.scdn.co/mp3-preview/6e3ea9b236672f69ab09b3a3fd719d9e10075d36?cid=9fdb4c15be18472b830ea3f6f9779309,2,Alice In Chains,https://i.scdn.co/image/ab67616d00001e02d09297cae57def4d8adc0749,https://open.spotify.com/track/2JuasWPUodaUxf5nwNpciQ,0.373,0.384,259200,0.561,0.253,3,0.0775,-10.059,0.0296,136.136,3,0.159,1.943766474,3422,1425
6,3qLZ866ZfaK0B0R5FIqXLG,pop-rock,She Sells Sanctuary,71,https://p.scdn.co/mp3-preview/64db1e784b82d7ae4d118cb548651e8d7e9407b7?cid=9fdb4c15be18472b830ea3f6f9779309,9,The Cult,https://i.scdn.co/image/ab67616d00001e0283803df78b7dd21d4fed27e4,https://open.spotify.com/track/3qLZ866ZfaK0B0R5FIqXLG,4.76e-06,0.55,252533,0.765,0.873,7,0.132,-8.684,0.0287,139.46,4,0.419,144.2120256,254,4593
7,6ldwfK0yWgTAlmIfuQkTYN,pop-rock,I'm a Slave 4 U,73,https://p.scdn.co/mp3-preview/b6cfd276763da64a89c73196257a091eb0a331a5?cid=9fdb4c15be18472b830ea3f6f9779309,1,Britney Spears,https://i.scdn.co/image/ab67616d00001e02e1a4e01cb7a1ecff468bbead,https://open.spotify.com/track/6ldwfK0yWgTAlmIfuQkTYN,0.415,0.847,203600,0.843,0.000134,5,0.107,-3.579,0.106,110.027,4,0.963,3.761015186,2625,2222
8,1oYYd2gnWZYrt89EBXdFiO,pop-rock,Message In A Bottle,76,,1,The Police,https://i.scdn.co/image/ab67616d00001e028ec81cc654b45ade8bdf1486,https://open.spotify.com/track/1oYYd2gnWZYrt89EBXdFiO,0.0338,0.577,290280,0.808,1.33e-05,1,0.221,-7.04,0.039,151.008,4,0.869,21.44043555,767,4080
9,0wJoRiX5K5BxlqZTolB2LD,pop-rock,Purple Haze,73,https://p.scdn.co/mp3-preview/03bc9eb9c20f832c8341a3db4173d7036d93156e?cid=9fdb4c15be18472b830ea3f6f9779309,1,Jimi Hendrix,https://i.scdn.co/image/ab67616d00001e02c9adfbd773852e286faed040,https://open.spotify.com/track/0wJoRiX5K5BxlqZTolB2LD,0.00876,0.533,170813,0.905,0.578,2,0.0698,-5.27,0.0754,108.9,4,0.486,13.3656485,1191,3656
10,3MODES4TNtygekLl146Dxd,pop-rock,Ramble On - 1990 Remaster,72,https://p.scdn.co/mp3-preview/83383aceb01ea27b0bffdedfaebe55e29b33aca2?cid=9fdb4c15be18472b830ea3f6f9779309,7,Led Zeppelin,https://i.scdn.co/image/ab67616d00001e02fc4f17340773c6c3579fea0d,https://open.spotify.com/track/3MODES4TNtygekLl146Dxd,0.072,0.468,263333,0.607,0.000852,9,0.225,-11.367,0.0336,98.429,4,0.886,8.623594407,1613,3234
11,2d7C38EFmRjhBoDVQlkBwq,classical,"Requiem in D Minor, K. 626: 3. Sequentia: Dies irae - Live",46,,3,Wolfgang Amadeus Mozart,https://i.scdn.co/image/ab67616d00001e02294e552253536ac3ff9361fb,https://open.spotify.com/track/2d7C38EFmRjhBoDVQlkBwq,0.934,0.46,119000,0.387,0.279,7,0.48,-13.384,0.0311,72.376,4,0.513,7.68764185,2575,926
12,3YMuw3U3COu7916J4H7psf,classical,"Bassoon Concerto in B-Flat Major, K. 191: II. Andante ma adagio - Cadenza: Dietmar Zeman",42,,8,Wolfgang Amadeus Mozart,https://i.scdn.co/image/ab67616d00001e0269b4fa4443a228d9b78c484d,https://open.spotify.com/track/3YMuw3U3COu7916J4H7psf,0.99,0.137,459000,0.0223,0.904,5,0.0902,-28.639,0.0399,68.914,4,0.0666,1112.230131,672,2829
13,7uf3aFC1msj0t5cYImgOWy,classical,"Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse",54,https://p.scdn.co/mp3-preview/81b91962e8426e8a433d854b6c083a1205bbbad1?cid=9fdb4c15be18472b830ea3f6f9779309,11,Pyotr Ilyich Tchaikovsky,https://i.scdn.co/image/ab67616d00001e028a5ff5fdabe5dcf86777bde4,https://open.spotify.com/track/7uf3aFC1msj0t5cYImgOWy,0.925,0.241,209373,0.122,0.66,7,0.126,-22.411,0.0497,66.325,4,0.187,59.96761182,1938,1563
14,5Pl2CXDkaP6WEnJ0bpKGOm,classical,"Organ Sonata No. 4, BWV 528: 2. Andante [Adagio] (Transcr. by August Stradal)",58,,5,Johann Sebastian Bach,https://i.scdn.co/image/ab67616d00001e02369f6761d1cccba9a34f05cf,https://open.spotify.com/track/5Pl2CXDkaP6WEnJ0bpKGOm,0.992,0.384,326520,0.0414,0.897,11,0.0684,-23.019,0.0378,71.224,4,0.0618,865.4244028,724,2777
15,7yCiB5SKKm9guqoonT9kVI,classical,"Water Music Suite No. 1 In F, HWV 348: 2. Adagio e staccato",58,,2,George Frideric Handel,https://i.scdn.co/image/ab67616d00001e0299fb351fb46ad3eab6e1689e,https://open.spotify.com/track/7yCiB5SKKm9guqoonT9kVI,0.95,0.201,133840,0.036,0.891,1,0.116,-24.204,0.0445,106.02,4,0.0842,135.7743758,1378,2123
16,3nbcin8kl89hboxQBKaLR0,classical,"Manon Lescaut / Act 2: ""In quelle trine morbide""",43,,11,Giacomo Puccini,https://i.scdn.co/image/ab67616d00001e02f859034db6e83a71632e03b0,https://open.spotify.com/track/3nbcin8kl89hboxQBKaLR0,0.987,0.181,167787,0.114,0.0779,10,0.1,-17.469,0.0501,168.13,4,0.0383,3399.922569,222,3279
17,6opPrJUpq4Pl5c84eCwLmo,classical,Gabriel's Oboe,63,,3,Ennio Morricone,https://i.scdn.co/image/ab67616d00001e02f126b5a1693a25b14396ad94,https://open.spotify.com/track/6opPrJUpq4Pl5c84eCwLmo,0.96,0.233,134133,0.195,0.914,2,0.0793,-17.202,0.0461,61.211,4,0.0675,155.821534,1248,2253
18,3TkuMS1MdVmLN6IBd9qpOt,classical,Danza Hungara Nº5,47,https://p.scdn.co/mp3-preview/45f6be87793bcdfebc47edc3808f402446124f88?cid=9fdb4c15be18472b830ea3f6f9779309,3,Johannes Brahms,https://i.scdn.co/image/ab67616d00001e029cb08a2f9804ac4103231eca,https://open.spotify.com/track/3TkuMS1MdVmLN6IBd9qpOt,0.83,0.33,177613,0.159,0.4,7,0.145,-15.943,0.0486,143.229,4,0.33,5.668184706,2642,859
19,6DbYlWb6hAB4lOnOMWoR8F,classical,"Cello Concerto in E Minor, Op.85 (1997 - Remaster): I. Adagio - Moderato",42,https://p.scdn.co/mp3-preview/5c6512f60a046f9dfbf0f0af318eb081eb1a7bf8?cid=9fdb4c15be18472b830ea3f6f9779309,1,Edward Elgar,https://i.scdn.co/image/ab67616d00001e028cbb816c087fdb4597e8e990,https://open.spotify.com/track/6DbYlWb6hAB4lOnOMWoR8F,0.952,0.124,481867,0.0978,0.218,4,0.112,-22.849,0.0432,96.309,4,0.0433,1565.979867,559,2942
20,2otEJWkJVqEBV4sRRfkGMz,classical,Epilogue,58,,16,Dario Marianelli,https://i.scdn.co/image/ab67616d00001e02c71e180bad76d6e5ed732edb,https://open.spotify.com/track/2otEJWkJVqEBV4sRRfkGMz,0.975,0.19,311667,0.0739,0.11,4,0.0725,-21.4,0.0333,99.994,4,0.0786,149.1726129,1291,2210
21,2uRVPeQbsEpRQD0DKr1WTo,country,Blue Eyes Crying In the Rain,63,https://p.scdn.co/mp3-preview/cb60c3ec48c32df54cd3af02804ed1d3817aa387?cid=9fdb4c15be18472b830ea3f6f9779309,5,Willie Nelson,https://i.scdn.co/image/ab67616d00001e020e5489389aa853f454a4b1e8,https://open.spotify.com/track/2uRVPeQbsEpRQD0DKr1WTo,0.928,0.626,138600,0.04,0.00178,4,0.11,-19.994,0.0405,117.136,4,0.418,2.241434191,1876,671
22,7fRruZ12gXGwBs0zXQ6e5V,country,Babe,64,,7,Sugarland,https://i.scdn.co/image/ab67616d00001e0233452cbadb9db9189edd7250,https://open.spotify.com/track/7fRruZ12gXGwBs0zXQ6e5V,0.0187,0.535,215107,0.777,1.62e-06,4,0.136,-3.292,0.207,171.72,4,0.664,8.649252465,527,2020
23,6LCEyZZHFF4ebF1Mike1s5,country,Not Ready to Make Nice,65,https://p.scdn.co/mp3-preview/48dd6ee93b20f328eca9f4613ce31508d687504c?cid=9fdb4c15be18472b830ea3f6f9779309,3,The Chicks,https://i.scdn.co/image/ab67616d00001e0289ccaf21947f7929189654dc,https://open.spotify.com/track/6LCEyZZHFF4ebF1Mike1s5,0.134,0.425,237297,0.554,8.56e-05,6,0.0963,-4.145,0.0298,83.917,4,0.288,4.988259917,1150,1397
24,3xx0jE52PbtvwXgNaBUdch,country,Deeper Than the Holler,67,https://p.scdn.co/mp3-preview/f05fea216853a4ed849f24aeef4ac1af98b41a60?cid=9fdb4c15be18472b830ea3f6f9779309,2,Randy Travis,https://i.scdn.co/image/ab67616d00001e02f0ab934553fbf2c5816c3f7b,https://open.spotify.com/track/3xx0jE52PbtvwXgNaBUdch,0.29,0.647,219080,0.482,0,5,0.232,-8.591,0.0262,142.648,4,0.437,9.361615594,447,2100
25,6waqLPcT6ruMhmd36OhmFO,country,Losing Sleep,65,https://p.scdn.co/mp3-preview/359c3f542eb675715b9236227981d7958fe91eb3?cid=9fdb4c15be18472b830ea3f6f9779309,1,Chris Young,https://i.scdn.co/image/ab67616d00001e024f90c1c1e428bcf6615d5bed,https://open.spotify.com/track/6waqLPcT6ruMhmd36OhmFO,0.0715,0.584,178253,0.621,1.68e-06,1,0.389,-5.703,0.0443,92.003,4,0.634,11.88066173,227,2320
26,53Dj5PCDhb22qWqmre3YQs,country,Aw Naw,67,https://p.scdn.co/mp3-preview/e8fbbea2af7f94d66a16abe972a2b5a6d7840f5a?cid=9fdb4c15be18472b830ea3f6f9779309,1,Chris Young,https://i.scdn.co/image/ab67616d00001e025dd009ae4847b61c93571948,https://open.spotify.com/track/53Dj5PCDhb22qWqmre3YQs,0.0639,0.652,188707,0.859,0,2,0.0777,-3.746,0.0358,109.971,4,0.491,2.987504699,1679,868
27,6voi5xnLs9JKmWG2oLmgDU,country,Raised on Country,64,https://p.scdn.co/mp3-preview/0f3d5134e04ee9304cb49c70d811423c66b103a8?cid=9fdb4c15be18472b830ea3f6f9779309,1,Chris Young,https://i.scdn.co/image/ab67616d00001e02dcc6070faa6e13ba3e4a2a3c,https://open.spotify.com/track/6voi5xnLs9JKmWG2oLmgDU,0.395,0.572,175595,0.794,0,2,0.23,-3.224,0.0455,148.095,4,0.79,2.700564182,1757,790
28,4xInIiKipU1mtUogJ3ZdYr,country,American Honey,66,,3,Lady A,https://i.scdn.co/image/ab67616d00001e023a2cc6c5cdd9f07a95efa51b,https://open.spotify.com/track/4xInIiKipU1mtUogJ3ZdYr,0.508,0.588,224867,0.684,0,1,0.141,-5.154,0.0288,85.997,4,0.121,0.06343867,2518,29
29,1S4fpfX2u0hzFD9vb6FEB6,country,Three Wooden Crosses,64,https://p.scdn.co/mp3-preview/0c98852a78ab629b44ba57c57266f2081b336629?cid=9fdb4c15be18472b830ea3f6f9779309,15,Randy Travis,https://i.scdn.co/image/ab67616d00001e02fb9cb0832b7e12bde6032b83,https://open.spotify.com/track/1S4fpfX2u0hzFD9vb6FEB6,0.459,0.523,201267,0.501,0,1,0.0818,-9.276,0.0366,158.179,4,0.391,7.432217886,696,1851
30,0MjT9xQqJrQlNrkWKZgFbQ,country,I'm Alright,64,https://p.scdn.co/mp3-preview/f6e7d33cf6a0ded94b3512a99c74c2dcf225bcb8?cid=9fdb4c15be18472b830ea3f6f9779309,1,Jo Dee Messina,https://i.scdn.co/image/ab67616d00001e02e6781c9c7dd274d9d58abd94,https://open.spotify.com/track/0MjT9xQqJrQlNrkWKZgFbQ,0.191,0.676,199040,0.733,0,0,0.192,-7.745,0.0294,98.234,3,0.591,10.10065238,374,2173
31,3rkJH9BaiCWpRY718WTkBP,electronic,Falaise,55,https://p.scdn.co/mp3-preview/492634c888ac7b5f73a03b887fb0c4b33e0e7d66?cid=9fdb4c15be18472b830ea3f6f9779309,1,Floating Points,https://i.scdn.co/image/ab67616d00001e02d03dff7f5eeee485e5a45f62,https://open.spotify.com/track/3rkJH9BaiCWpRY718WTkBP,0.434,0.356,234320,0.401,0.789,11,0.176,-14.475,0.0467,142.945,5,0.0397,20.14415792,1741,2303
32,5y8Yvxc2Y1gIBSQCwlSh0p,electronic,When You Leave - Breathe Carolina Remix,60,https://p.scdn.co/mp3-preview/2485fa4dda88f8a604cb5d2e46443a23df2ba247?cid=9fdb4c15be18472b830ea3f6f9779309,1,Nikki Vianna,https://i.scdn.co/image/ab67616d00001e02c20bc36047bfbaede09c138e,https://open.spotify.com/track/5y8Yvxc2Y1gIBSQCwlSh0p,0.0334,0.679,155080,0.909,0,1,0.269,-2.929,0.105,119.885,4,0.819,18.31688538,1798,2246
33,5cr1Daz7Kv03CNb51I18sy,electronic,Arguru 2k19,56,https://p.scdn.co/mp3-preview/c49ef6b026e8dcd1998b8d161b968b8e884854f0?cid=9fdb4c15be18472b830ea3f6f9779309,1,deadmau5,https://i.scdn.co/image/ab67616d00001e0293d48c2fbccc49bcd406146e,https://open.spotify.com/track/5cr1Daz7Kv03CNb51I18sy,0.0253,0.702,435000,0.603,0.802,2,0.118,-7.532,0.0519,128,4,0.284,16.6168163,1854,2190
34,22y2mqIBERBviZF0fa86iw,electronic,Colours,56,https://p.scdn.co/mp3-preview/4c4f309733462a385dd06f9c76db8cc93a0b999a?cid=9fdb4c15be18472b830ea3f6f9779309,1,Mat Zo,https://i.scdn.co/image/ab67616d00001e02c3e9d03dfb43f69d0bae768f,https://open.spotify.com/track/22y2mqIBERBviZF0fa86iw,0.0277,0.628,268817,0.814,2.34e-05,1,0.138,-5.743,0.1,125.016,4,0.107,5.17035846,2503,1541
35,5MT2w1BexEAWjJ62OOHE6q,electronic,The Prince,59,https://p.scdn.co/mp3-preview/48c87ffcf37cc08d9386bd5cff76ed89bfaf9333?cid=9fdb4c15be18472b830ea3f6f9779309,1,Madeon,https://i.scdn.co/image/ab67616d00001e0218dfaad83b61579bdf6983d4,https://open.spotify.com/track/5MT2w1BexEAWjJ62OOHE6q,0.00361,0.61,222809,0.781,0.135,2,0.323,-5.694,0.0379,95.003,4,0.299,485.3799732,50,3994
36,18NehrWLUFK7NPH522YQMQ,electronic,Jóga,52,,2,Björk,https://i.scdn.co/image/ab67616d00001e02b6f50e46dac445dff914a56f,https://open.spotify.com/track/18NehrWLUFK7NPH522YQMQ,0.403,0.226,305360,0.699,5.65e-05,1,0.0797,-6.327,0.065,145.852,4,0.228,0.054892393,3970,74
37,0Z26mbSHJ1dkUu7g9DDgif,electronic,Trigger,71,https://p.scdn.co/mp3-preview/b7002f4febe1e8fb75802605ccea8ef466e9d1a3?cid=9fdb4c15be18472b830ea3f6f9779309,1,Major Lazer,https://i.scdn.co/image/ab67616d00001e028c639ee98d8019336de10bfd,https://open.spotify.com/track/0Z26mbSHJ1dkUu7g9DDgif,0.128,0.57,171987,0.585,0.000105,8,0.111,-7.041,0.251,97.285,4,0.378,3.525144112,2699,1345
38,0c0Z5agmnSibjIWjdZV6R1,electronic,IZ-US,54,https://p.scdn.co/mp3-preview/a927307aeb59403d8aa0721fc5feca2ae71f033e?cid=9fdb4c15be18472b830ea3f6f9779309,8,Aphex Twin,https://i.scdn.co/image/ab67616d00001e02c4d5de8930bbc762a68c0bc7,https://open.spotify.com/track/0c0Z5agmnSibjIWjdZV6R1,0.0398,0.581,177267,0.459,0.881,3,0.151,-14.519,0.0314,119.042,4,0.315,4.226005274,2617,1427
39,6tvtFyEdNpeurBkT2zNMEL,electronic,Your Love (feat. Jamie Principle),55,https://p.scdn.co/mp3-preview/7174d19b45a92150c34bf43b7d9141db99d44b32?cid=9fdb4c15be18472b830ea3f6f9779309,1,Frankie Knuckles,https://i.scdn.co/image/ab67616d00001e02e71c53b1e7e74ddcaa427755,https://open.spotify.com/track/6tvtFyEdNpeurBkT2zNMEL,0.0213,0.698,407453,0.871,0.844,4,0.0751,-7.923,0.0423,117.562,4,0.179,25.5294362,1572,2472
40,38JE3O2HocFNvtljgtlNKv,electronic,Antidote - Radio Edit,54,,1,Swedish House Mafia,https://i.scdn.co/image/ab67616d00001e02b5e2d50a848f3671bdd01233,https://open.spotify.com/track/38JE3O2HocFNvtljgtlNKv,0.00645,0.648,177250,0.859,0.0282,7,0.135,-4.974,0.111,128.03,4,0.633,78.44312827,919,3125
41,69fnnbeoZO9h16CUZGIbTG,rap,Revenge,66,https://p.scdn.co/mp3-preview/0cdd2c324a3449a07c27e0fa5c6c48ca7e5868a0?cid=9fdb4c15be18472b830ea3f6f9779309,13,Joyner Lucas,https://i.scdn.co/image/ab67616d00001e02e7e2dac6389a96d8086ae0fe,https://open.spotify.com/track/69fnnbeoZO9h16CUZGIbTG,0.306,0.844,269084,0.574,0,4,0.11,-4.886,0.382,158.047,4,0.476,1.629350053,2660,611
42,7KXjTSCq5nL1LoYtL7XAwS,rap,HUMBLE.,84,,8,Kendrick Lamar,https://i.scdn.co/image/ab67616d00001e028b52c6b9bc4e43d873869699,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,0.000282,0.908,177000,0.621,5.39e-05,1,0.0958,-6.638,0.102,150.011,4,0.421,21.33760309,1392,1879
43,43CIWpJaJHRcI4mUSjqgc2,rap,Bad Boy (with Young Thug),85,,1,Juice WRLD,https://i.scdn.co/image/ab67616d00001e020bda1f6aa92d42f44d621db6,https://open.spotify.com/track/43CIWpJaJHRcI4mUSjqgc2,0.00215,0.697,157355,0.674,0,1,0.138,-6.326,0.0533,81.535,4,0.198,17.8994051,1550,1721
44,3PA9dH8cT0wR5UW4XkC44Y,rap,Get Money (feat. Junior M.A.F.I.A.) - 2007 Remaster,69,https://p.scdn.co/mp3-preview/e9695416b9c3ec4077c002965d0f028a50b5ce69?cid=9fdb4c15be18472b830ea3f6f9779309,5,The Notorious B.I.G.,https://i.scdn.co/image/ab67616d00001e02639fea4197e676cfe9512e04,https://open.spotify.com/track/3PA9dH8cT0wR5UW4XkC44Y,0.398,0.711,274440,0.871,1.69e-06,2,0.171,-4.32,0.294,91.153,4,0.912,1.774843317,2621,650
45,2N3U8uTYhjX2KwGT0pf5x0,rap,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",77,https://p.scdn.co/mp3-preview/7cea90c09e2bcf1f2727b384c3351cecb0f6f16e?cid=9fdb4c15be18472b830ea3f6f9779309,17,A$AP Rocky,https://i.scdn.co/image/ab67616d00001e0281a6a2cafab2e7a4066b5eec,https://open.spotify.com/track/2N3U8uTYhjX2KwGT0pf5x0,0.00996,0.394,260987,0.661,0,4,0.343,-8.684,0.192,149.818,4,0.335,2.353168919,2503,768
46,7lVNTXkI3cHFvcXiI8damb,rap,I Need a Girl (Pt. 1) [feat. Usher & Loon],66,https://p.scdn.co/mp3-preview/51009fab8f1b1bbf2a06f9736fb7758c00f4dce3?cid=9fdb4c15be18472b830ea3f6f9779309,5,Diddy,https://i.scdn.co/image/ab67616d00001e027ecfb05160a4e09bb3194137,https://open.spotify.com/track/7lVNTXkI3cHFvcXiI8damb,0.397,0.66,268800,0.707,0,6,0.211,-5.758,0.208,89.279,4,0.761,2.664406824,2455,816
47,12PNcnMsjsZ3eHm62t8hiy,rap,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",73,https://p.scdn.co/mp3-preview/047bd65c02b96672dc8cfed3e7f8ecf527bc7eba?cid=9fdb4c15be18472b830ea3f6f9779309,2,DJ Khaled,https://i.scdn.co/image/ab67616d00001e025de048eb9ca94916178afb20,https://open.spotify.com/track/12PNcnMsjsZ3eHm62t8hiy,0.0139,0.545,232507,0.781,0,10,0.161,-3.616,0.185,150.097,4,0.277,17.26857654,1572,1699
48,5OdNjYTpLjuDDPCBNWonRX,rap,At My Worst (feat. Kehlani),71,https://p.scdn.co/mp3-preview/ecf02a806bbdb610caa3695f38a7154897eeb7d4?cid=9fdb4c15be18472b830ea3f6f9779309,17,Pink Sweat$,https://i.scdn.co/image/ab67616d00001e0275af9fb0fa8dc8f3adef6905,https://open.spotify.com/track/5OdNjYTpLjuDDPCBNWonRX,0.73,0.731,169128,0.484,3.01e-06,0,0.326,-5.579,0.0354,92.043,4,0.35,0.339487244,3104,167
49,3FNy4yzOhHhFBeA5p4ofoq,rap,"Young, Wild & Free (feat. Bruno Mars)",70,https://p.scdn.co/mp3-preview/8c67ffec7842ba4da0623429973e540e0dc3ccdd?cid=9fdb4c15be18472b830ea3f6f9779309,1,Snoop Dogg,https://i.scdn.co/image/ab67616d00001e02fbd3128cc27caae9c0f1c03a,https://open.spotify.com/track/3FNy4yzOhHhFBeA5p4ofoq,0.0897,0.553,207347,0.652,0,0,0.111,-6.685,0.206,94.505,4,0.551,1.198655446,2784,487
50,2Ih217RCGAmyQR68Nn7Cqo,rap,You Know How We Do It - Remastered,76,,4,Ice Cube,https://i.scdn.co/image/ab67616d00001e0268820c2a3865d138ab7daba3,https://open.spotify.com/track/2Ih217RCGAmyQR68Nn7Cqo,0.0977,0.747,232773,0.52,0.0537,10,0.142,-10.523,0.0357,92.869,4,0.601,25.36096214,1258,2013
51,5spAjqC772iC2KzDvEkmSr,rnb,A Song for You,64,https://p.scdn.co/mp3-preview/00d580c10c79563eee98673c4761790884711419?cid=9fdb4c15be18472b830ea3f6f9779309,2,Donny Hathaway,https://i.scdn.co/image/ab67616d00001e02e0ebc1dc512103af0b79055a,https://open.spotify.com/track/5spAjqC772iC2KzDvEkmSr,0.821,0.332,325947,0.22,0.000205,5,0.245,-13.157,0.036,100.196,4,0.0719,1.052024647,2926,521
52,5lxWBU8FM7pqidZcDsgvb3,rnb,Un-Break My Heart - Classic Radio Mix,62,https://p.scdn.co/mp3-preview/e709d6a3159f2563ac1cec85fc2ed1449bab20bf?cid=9fdb4c15be18472b830ea3f6f9779309,14,Toni Braxton,https://i.scdn.co/image/ab67616d00001e025b038ce8133b1abe96982481,https://open.spotify.com/track/5lxWBU8FM7pqidZcDsgvb3,0.105,0.764,267400,0.966,4.34e-05,0,0.12,-6.286,0.0506,122.674,4,0.353,0.040596158,3409,38
53,1UgcHFkETFCydO4u8JXQMj,rnb,How You Want It? (feat. King Combs),62,,21,Teyana Taylor,https://i.scdn.co/image/ab67616d00001e023c1d50d3467be460844da7c1,https://open.spotify.com/track/1UgcHFkETFCydO4u8JXQMj,0.276,0.425,221713,0.706,0,10,0.0998,-2.766,0.193,89.331,4,0.715,3.104600429,2122,1325
54,3RBGG1be9aBaSvjnw6ABkh,rnb,Rockin' That Shit,62,,2,The-Dream,https://i.scdn.co/image/ab67616d00001e024895d86d023cc3aef4fb1210,https://open.spotify.com/track/3RBGG1be9aBaSvjnw6ABkh,0.123,0.672,221920,0.62,0,8,0.362,-4.865,0.0422,78.005,4,0.627,15.84948856,228,3219
55,6tBD4yjOf9P8rWwUlXdJFm,rnb,Have You Ever,62,https://p.scdn.co/mp3-preview/6e0b56073fbd4cc5290759e5175a0d0de1867c54?cid=9fdb4c15be18472b830ea3f6f9779309,10,Brandy,https://i.scdn.co/image/ab67616d00001e0289c9590c941cec56429f2456,https://open.spotify.com/track/6tBD4yjOf9P8rWwUlXdJFm,0.542,0.698,273440,0.533,0,2,0.333,-6.246,0.0437,134.001,4,0.275,0.446350742,3202,245
56,4mL59LVbKgOpEACxraGYdr,rnb,While We're Young,74,,3,Jhené Aiko,https://i.scdn.co/image/ab67616d00001e027ccc8005498d9f75b03333c2,https://open.spotify.com/track/4mL59LVbKgOpEACxraGYdr,0.104,0.649,236160,0.791,1.97e-06,2,0.108,-6.013,0.193,128.023,4,0.811,17.84613406,140,3307
57,0QGwOFQChzflLAmPq5NwKo,rnb,A Teenager In Love,64,,7,Dion & The Belmonts,https://i.scdn.co/image/ab67616d00001e027a609132064a415169a915cc,https://open.spotify.com/track/0QGwOFQChzflLAmPq5NwKo,0.671,0.555,158253,0.377,0,1,0.128,-9.123,0.0295,78.986,4,0.619,10.0993002,612,2835
58,1WN4uNclrDuczTO3bCr8s1,rnb,Be My Baby,63,https://p.scdn.co/mp3-preview/4cc65df2093b5e80f8f7629525adac09f2510e04?cid=9fdb4c15be18472b830ea3f6f9779309,7,The Ronettes,https://i.scdn.co/image/ab67616d00001e02b298efc29df3b69ec3f0d675,https://open.spotify.com/track/1WN4uNclrDuczTO3bCr8s1,0.168,0.512,160907,0.771,0,4,0.0895,-7.006,0.0402,129.639,4,0.803,9.392343334,708,2739
59,5UU5FbITNm5OunvHQdsKME,rnb,"When the Going Gets Tough, The Tough Get Going",66,https://p.scdn.co/mp3-preview/f25934de9caeeeb6e2c325f514a3e03448dcf30c?cid=9fdb4c15be18472b830ea3f6f9779309,1,Billy Ocean,https://i.scdn.co/image/ab67616d00001e0299ee23dac7128cb5754f593c,https://open.spotify.com/track/5UU5FbITNm5OunvHQdsKME,0.405,0.755,248000,0.763,0,4,0.318,-6.318,0.0473,122.045,4,0.932,4.188671489,1769,1678
60,3ApIYu95WxjzpQCnsLBbrv,rnb,Between the Sheets,64,https://p.scdn.co/mp3-preview/8dcdb2020d75b58a3437cd9539d47153529ec700?cid=9fdb4c15be18472b830ea3f6f9779309,4,The Isley Brothers,https://i.scdn.co/image/ab67616d00001e027ea02cbe06bc2538d3c10dad,https://open.spotify.com/track/3ApIYu95WxjzpQCnsLBbrv,0.661,0.719,340013,0.377,0,9,0.0902,-12.585,0.0974,83.919,4,0.575,4.909530227,1570,1877
