subject,rating_col,rating,song_id,genre_allmusic,trackname,danceability,valence,energy,acousticness,instrumentalness,speechiness,liveness,tempo,loudness,density,like_label,danceability_like,valence_like,energy_like,acousticness_like,instrumentalness_like,speechiness_like,liveness_like,tempo_like,loudness_like,density_like,preferred_genre
S161,s36r,2.0,36,electronic,Jóga,0.226,0.228,0.699,0.403,5.65e-05,0.065,0.0797,145.852,-6.327,0.054892393,dislike,0.38075,0.455925,0.4525,0.5279499999999999,0.45125332500000004,0.04245,0.12645,111.96950000000001,-13.863,80.607172171,classical
S161,s15r,4.0,15,classical,"Water Music Suite No. 1 In F, HWV 348: 2. Adagio e staccato",0.201,0.0842,0.036,0.95,0.891,0.0445,0.116,106.02,-24.204,135.7743758,like,0.38075,0.455925,0.4525,0.5279499999999999,0.45125332500000004,0.04245,0.12645,111.96950000000001,-13.863,80.607172171,classical
S161,s7r,1.0,7,pop-rock,I'm a Slave 4 U,0.847,0.963,0.843,0.415,0.000134,0.106,0.107,110.027,-3.579,3.761015186,dislike,0.38075,0.455925,0.4525,0.5279499999999999,0.45125332500000004,0.04245,0.12645,111.96950000000001,-13.863,80.607172171,classical
S161,s60r,3.0,60,rnb,Between the Sheets,0.719,0.575,0.377,0.661,0.0,0.0974,0.0902,83.919,-12.585,4.909530227,neutral,0.38075,0.455925,0.4525,0.5279499999999999,0.45125332500000004,0.04245,0.12645,111.96950000000001,-13.863,80.607172171,classical
S161,s3r,3.0,3,pop-rock,Centerfold,0.653,0.888,0.677,0.249,0.0,0.0396,0.403,114.37,-12.244,19.30405677,neutral,0.38075,0.455925,0.4525,0.5279499999999999,0.45125332500000004,0.04245,0.12645,111.96950000000001,-13.863,80.607172171,classical
S161,s48r,3.0,48,rap,At My Worst (feat. Kehlani),0.731,0.35,0.484,0.73,3.01e-06,0.0354,0.326,92.043,-5.579,0.339487244,neutral,0.38075,0.455925,0.4525,0.5279499999999999,0.45125332500000004,0.04245,0.12645,111.96950000000001,-13.863,80.607172171,classical
S161,s47r,3.0,47,rap,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",0.545,0.277,0.781,0.0139,0.0,0.185,0.161,150.097,-3.616,17.26857654,neutral,0.38075,0.455925,0.4525,0.5279499999999999,0.45125332500000004,0.04245,0.12645,111.96950000000001,-13.863,80.607172171,classical
S161,s29r,3.0,29,country,Three Wooden Crosses,0.523,0.391,0.501,0.459,0.0,0.0366,0.0818,158.179,-9.276,7.432217886,neutral,0.38075,0.455925,0.4525,0.5279499999999999,0.45125332500000004,0.04245,0.12645,111.96950000000001,-13.863,80.607172171,classical
S161,s38r,3.0,38,electronic,IZ-US,0.581,0.315,0.459,0.0398,0.881,0.0314,0.151,119.042,-14.519,4.226005274,neutral,0.38075,0.455925,0.4525,0.5279499999999999,0.45125332500000004,0.04245,0.12645,111.96950000000001,-13.863,80.607172171,classical
S161,s17r,4.0,17,classical,Gabriel's Oboe,0.233,0.0675,0.195,0.96,0.914,0.0461,0.0793,61.211,-17.202,155.821534,like,0.38075,0.455925,0.4525,0.5279499999999999,0.45125332500000004,0.04245,0.12645,111.96950000000001,-13.863,80.607172171,classical
S161,s53r,3.0,53,rnb,How You Want It? (feat. King Combs),0.425,0.715,0.706,0.276,0.0,0.193,0.0998,89.331,-2.766,3.104600429,neutral,0.38075,0.455925,0.4525,0.5279499999999999,0.45125332500000004,0.04245,0.12645,111.96950000000001,-13.863,80.607172171,classical
S169,s31r,2.0,31,electronic,Falaise,0.356,0.0397,0.401,0.434,0.789,0.0467,0.176,142.945,-14.475,20.14415792,dislike,0.512,0.803,0.771,0.168,0.0,0.0402,0.0895,129.639,-7.006,9.392343334,rnb
S169,s13r,3.0,13,classical,"Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse",0.241,0.187,0.122,0.925,0.66,0.0497,0.126,66.325,-22.411,59.96761182,neutral,0.512,0.803,0.771,0.168,0.0,0.0402,0.0895,129.639,-7.006,9.392343334,rnb
S169,s15r,2.0,15,classical,"Water Music Suite No. 1 In F, HWV 348: 2. Adagio e staccato",0.201,0.0842,0.036,0.95,0.891,0.0445,0.116,106.02,-24.204,135.7743758,dislike,0.512,0.803,0.771,0.168,0.0,0.0402,0.0895,129.639,-7.006,9.392343334,rnb
S169,s7r,2.0,7,pop-rock,I'm a Slave 4 U,0.847,0.963,0.843,0.415,0.000134,0.106,0.107,110.027,-3.579,3.761015186,dislike,0.512,0.803,0.771,0.168,0.0,0.0402,0.0895,129.639,-7.006,9.392343334,rnb
S169,s60r,3.0,60,rnb,Between the Sheets,0.719,0.575,0.377,0.661,0.0,0.0974,0.0902,83.919,-12.585,4.909530227,neutral,0.512,0.803,0.771,0.168,0.0,0.0402,0.0895,129.639,-7.006,9.392343334,rnb
S169,s44r,2.0,44,rap,Get Money (feat. Junior M.A.F.I.A.) - 2007 Remaster,0.711,0.912,0.871,0.398,1.69e-06,0.294,0.171,91.153,-4.32,1.774843317,dislike,0.512,0.803,0.771,0.168,0.0,0.0402,0.0895,129.639,-7.006,9.392343334,rnb
S169,s21r,2.0,21,country,Blue Eyes Crying In the Rain,0.626,0.418,0.04,0.928,0.00178,0.0405,0.11,117.136,-19.994,2.241434191,dislike,0.512,0.803,0.771,0.168,0.0,0.0402,0.0895,129.639,-7.006,9.392343334,rnb
S169,s39r,2.0,39,electronic,Your Love (feat. Jamie Principle),0.698,0.179,0.871,0.0213,0.844,0.0423,0.0751,117.562,-7.923,25.5294362,dislike,0.512,0.803,0.771,0.168,0.0,0.0402,0.0895,129.639,-7.006,9.392343334,rnb
S169,s58r,4.0,58,rnb,Be My Baby,0.512,0.803,0.771,0.168,0.0,0.0402,0.0895,129.639,-7.006,9.392343334,like,0.512,0.803,0.771,0.168,0.0,0.0402,0.0895,129.639,-7.006,9.392343334,rnb
S169,s33r,1.0,33,electronic,Arguru 2k19,0.702,0.284,0.603,0.0253,0.802,0.0519,0.118,128.0,-7.532,16.6168163,dislike,0.512,0.803,0.771,0.168,0.0,0.0402,0.0895,129.639,-7.006,9.392343334,rnb
S169,s30r,3.0,30,country,I'm Alright,0.676,0.591,0.733,0.191,0.0,0.0294,0.192,98.234,-7.745,10.10065238,neutral,0.512,0.803,0.771,0.168,0.0,0.0402,0.0895,129.639,-7.006,9.392343334,rnb
S169,s9r,2.0,9,pop-rock,Purple Haze,0.533,0.486,0.905,0.00876,0.578,0.0754,0.0698,108.9,-5.27,13.3656485,dislike,0.512,0.803,0.771,0.168,0.0,0.0402,0.0895,129.639,-7.006,9.392343334,rnb
S169,s40r,1.0,40,electronic,Antidote - Radio Edit,0.648,0.633,0.859,0.00645,0.0282,0.111,0.135,128.03,-4.974,78.44312827,dislike,0.512,0.803,0.771,0.168,0.0,0.0402,0.0895,129.639,-7.006,9.392343334,rnb
S169,s10r,3.0,10,pop-rock,Ramble On - 1990 Remaster,0.468,0.886,0.607,0.072,0.000852,0.0336,0.225,98.429,-11.367,8.623594407,neutral,0.512,0.803,0.771,0.168,0.0,0.0402,0.0895,129.639,-7.006,9.392343334,rnb
S169,s4r,3.0,4,pop-rock,Runaway Train,0.613,0.561,0.72,0.0132,0.0,0.0425,0.104,117.341,-7.957,18.64502102,neutral,0.512,0.803,0.771,0.168,0.0,0.0402,0.0895,129.639,-7.006,9.392343334,rnb
S171,s7r,2.0,7,pop-rock,I'm a Slave 4 U,0.847,0.963,0.843,0.415,0.000134,0.106,0.107,110.027,-3.579,3.761015186,dislike,0.6618333333333334,0.45816666666666667,0.6331666666666667,0.36365079333333333,0.14580440166666667,0.06458333333333334,0.1945,123.90916666666668,-8.412833333333333,28.048465203666666,rap
S171,s41r,2.0,41,rap,Revenge,0.844,0.476,0.574,0.306,0.0,0.382,0.11,158.047,-4.886,1.629350053,dislike,0.6618333333333334,0.45816666666666667,0.6331666666666667,0.36365079333333333,0.14580440166666667,0.06458333333333334,0.1945,123.90916666666668,-8.412833333333333,28.048465203666666,rap
S171,s21r,4.0,21,country,Blue Eyes Crying In the Rain,0.626,0.418,0.04,0.928,0.00178,0.0405,0.11,117.136,-19.994,2.241434191,like,0.6618333333333334,0.45816666666666667,0.6331666666666667,0.36365079333333333,0.14580440166666667,0.06458333333333334,0.1945,123.90916666666668,-8.412833333333333,28.048465203666666,rap
S171,s25r,2.0,25,country,Losing Sleep,0.584,0.634,0.621,0.0715,1.68e-06,0.0443,0.389,92.003,-5.703,11.88066173,dislike,0.6618333333333334,0.45816666666666667,0.6331666666666667,0.36365079333333333,0.14580440166666667,0.06458333333333334,0.1945,123.90916666666668,-8.412833333333333,28.048465203666666,rap
S171,s52r,4.0,52,rnb,Un-Break My Heart - Classic Radio Mix,0.764,0.353,0.966,0.105,4.34e-05,0.0506,0.12,122.674,-6.286,0.040596158,like,0.6618333333333334,0.45816666666666667,0.6331666666666667,0.36365079333333333,0.14580440166666667,0.06458333333333334,0.1945,123.90916666666668,-8.412833333333333,28.048465203666666,rap
S171,s27r,1.0,27,country,Raised on Country,0.572,0.79,0.794,0.395,0.0,0.0455,0.23,148.095,-3.224,2.700564182,dislike,0.6618333333333334,0.45816666666666667,0.6331666666666667,0.36365079333333333,0.14580440166666667,0.06458333333333334,0.1945,123.90916666666668,-8.412833333333333,28.048465203666666,rap
S171,s59r,5.0,59,rnb,"When the Going Gets Tough, The Tough Get Going",0.755,0.932,0.763,0.405,0.0,0.0473,0.318,122.045,-6.318,4.188671489,like,0.6618333333333334,0.45816666666666667,0.6331666666666667,0.36365079333333333,0.14580440166666667,0.06458333333333334,0.1945,123.90916666666668,-8.412833333333333,28.048465203666666,rap
S171,s12r,2.0,12,classical,"Bassoon Concerto in B-Flat Major, K. 191: II. Andante ma adagio - Cadenza: Dietmar Zeman",0.137,0.0666,0.0223,0.99,0.904,0.0399,0.0902,68.914,-28.639,1112.230131,dislike,0.6618333333333334,0.45816666666666667,0.6331666666666667,0.36365079333333333,0.14580440166666667,0.06458333333333334,0.1945,123.90916666666668,-8.412833333333333,28.048465203666666,rap
S171,s47r,4.0,47,rap,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",0.545,0.277,0.781,0.0139,0.0,0.185,0.161,150.097,-3.616,17.26857654,like,0.6618333333333334,0.45816666666666667,0.6331666666666667,0.36365079333333333,0.14580440166666667,0.06458333333333334,0.1945,123.90916666666668,-8.412833333333333,28.048465203666666,rap
S171,s48r,5.0,48,rap,At My Worst (feat. Kehlani),0.731,0.35,0.484,0.73,3.01e-06,0.0354,0.326,92.043,-5.579,0.339487244,like,0.6618333333333334,0.45816666666666667,0.6331666666666667,0.36365079333333333,0.14580440166666667,0.06458333333333334,0.1945,123.90916666666668,-8.412833333333333,28.048465203666666,rap
S171,s39r,2.0,39,electronic,Your Love (feat. Jamie Principle),0.698,0.179,0.871,0.0213,0.844,0.0423,0.0751,117.562,-7.923,25.5294362,dislike,0.6618333333333334,0.45816666666666667,0.6331666666666667,0.36365079333333333,0.14580440166666667,0.06458333333333334,0.1945,123.90916666666668,-8.412833333333333,28.048465203666666,rap
S171,s31r,2.0,31,electronic,Falaise,0.356,0.0397,0.401,0.434,0.789,0.0467,0.176,142.945,-14.475,20.14415792,dislike,0.6618333333333334,0.45816666666666667,0.6331666666666667,0.36365079333333333,0.14580440166666667,0.06458333333333334,0.1945,123.90916666666668,-8.412833333333333,28.048465203666666,rap
S171,s13r,2.0,13,classical,"Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse",0.241,0.187,0.122,0.925,0.66,0.0497,0.126,66.325,-22.411,59.96761182,dislike,0.6618333333333334,0.45816666666666667,0.6331666666666667,0.36365079333333333,0.14580440166666667,0.06458333333333334,0.1945,123.90916666666668,-8.412833333333333,28.048465203666666,rap
S171,s32r,3.0,32,electronic,When You Leave - Breathe Carolina Remix,0.679,0.819,0.909,0.0334,0.0,0.105,0.269,119.885,-2.929,18.31688538,neutral,0.6618333333333334,0.45816666666666667,0.6331666666666667,0.36365079333333333,0.14580440166666667,0.06458333333333334,0.1945,123.90916666666668,-8.412833333333333,28.048465203666666,rap
S171,s6r,4.0,6,pop-rock,She Sells Sanctuary,0.55,0.419,0.765,4.76e-06,0.873,0.0287,0.132,139.46,-8.684,144.2120256,like,0.6618333333333334,0.45816666666666667,0.6331666666666667,0.36365079333333333,0.14580440166666667,0.06458333333333334,0.1945,123.90916666666668,-8.412833333333333,28.048465203666666,rap
S174,s35r,2.0,35,electronic,The Prince,0.61,0.299,0.781,0.00361,0.135,0.0379,0.323,95.003,-5.694,485.3799732,dislike,0.7045,0.6515,0.459,0.659,0.001279,0.03565,0.0763,108.881,-11.929,2.7444637170000004,country
S174,s51r,3.0,51,rnb,A Song for You,0.332,0.0719,0.22,0.821,0.000205,0.036,0.245,100.196,-13.157,1.052024647,neutral,0.7045,0.6515,0.459,0.659,0.001279,0.03565,0.0763,108.881,-11.929,2.7444637170000004,country
S174,s31r,3.0,31,electronic,Falaise,0.356,0.0397,0.401,0.434,0.789,0.0467,0.176,142.945,-14.475,20.14415792,neutral,0.7045,0.6515,0.459,0.659,0.001279,0.03565,0.0763,108.881,-11.929,2.7444637170000004,country
S174,s52r,3.0,52,rnb,Un-Break My Heart - Classic Radio Mix,0.764,0.353,0.966,0.105,4.34e-05,0.0506,0.12,122.674,-6.286,0.040596158,neutral,0.7045,0.6515,0.459,0.659,0.001279,0.03565,0.0763,108.881,-11.929,2.7444637170000004,country
S174,s21r,4.0,21,country,Blue Eyes Crying In the Rain,0.626,0.418,0.04,0.928,0.00178,0.0405,0.11,117.136,-19.994,2.241434191,like,0.7045,0.6515,0.459,0.659,0.001279,0.03565,0.0763,108.881,-11.929,2.7444637170000004,country
S174,s57r,3.0,57,rnb,A Teenager In Love,0.555,0.619,0.377,0.671,0.0,0.0295,0.128,78.986,-9.123,10.0993002,neutral,0.7045,0.6515,0.459,0.659,0.001279,0.03565,0.0763,108.881,-11.929,2.7444637170000004,country
S174,s26r,2.0,26,country,Aw Naw,0.652,0.491,0.859,0.0639,0.0,0.0358,0.0777,109.971,-3.746,2.987504699,dislike,0.7045,0.6515,0.459,0.659,0.001279,0.03565,0.0763,108.881,-11.929,2.7444637170000004,country
S174,s2r,4.0,2,pop-rock,Beast Of Burden - Remastered,0.783,0.885,0.878,0.39,0.000778,0.0308,0.0426,100.626,-3.864,3.247493243,like,0.7045,0.6515,0.459,0.659,0.001279,0.03565,0.0763,108.881,-11.929,2.7444637170000004,country
S174,s28r,1.0,28,country,American Honey,0.588,0.121,0.684,0.508,0.0,0.0288,0.141,85.997,-5.154,0.06343867,dislike,0.7045,0.6515,0.459,0.659,0.001279,0.03565,0.0763,108.881,-11.929,2.7444637170000004,country
S174,s50r,3.0,50,rap,You Know How We Do It - Remastered,0.747,0.601,0.52,0.0977,0.0537,0.0357,0.142,92.869,-10.523,25.36096214,neutral,0.7045,0.6515,0.459,0.659,0.001279,0.03565,0.0763,108.881,-11.929,2.7444637170000004,country
S174,s54r,2.0,54,rnb,Rockin' That Shit,0.672,0.627,0.62,0.123,0.0,0.0422,0.362,78.005,-4.865,15.84948856,dislike,0.7045,0.6515,0.459,0.659,0.001279,0.03565,0.0763,108.881,-11.929,2.7444637170000004,country
S174,s29r,1.0,29,country,Three Wooden Crosses,0.523,0.391,0.501,0.459,0.0,0.0366,0.0818,158.179,-9.276,7.432217886,dislike,0.7045,0.6515,0.459,0.659,0.001279,0.03565,0.0763,108.881,-11.929,2.7444637170000004,country
S174,s46r,2.0,46,rap,I Need a Girl (Pt. 1) [feat. Usher & Loon],0.66,0.761,0.707,0.397,0.0,0.208,0.211,89.279,-5.758,2.664406824,dislike,0.7045,0.6515,0.459,0.659,0.001279,0.03565,0.0763,108.881,-11.929,2.7444637170000004,country
S174,s40r,2.0,40,electronic,Antidote - Radio Edit,0.648,0.633,0.859,0.00645,0.0282,0.111,0.135,128.03,-4.974,78.44312827,dislike,0.7045,0.6515,0.459,0.659,0.001279,0.03565,0.0763,108.881,-11.929,2.7444637170000004,country
S174,s18r,3.0,18,classical,Danza Hungara Nº5,0.33,0.33,0.159,0.83,0.4,0.0486,0.145,143.229,-15.943,5.668184706,neutral,0.7045,0.6515,0.459,0.659,0.001279,0.03565,0.0763,108.881,-11.929,2.7444637170000004,country
S178,s6r,1.0,6,pop-rock,She Sells Sanctuary,0.55,0.419,0.765,4.76e-06,0.873,0.0287,0.132,139.46,-8.684,144.2120256,dislike,0.581,0.315,0.459,0.0398,0.881,0.0314,0.151,119.042,-14.519,4.226005274,electronic
S178,s43r,2.0,43,rap,Bad Boy (with Young Thug),0.697,0.198,0.674,0.00215,0.0,0.0533,0.138,81.535,-6.326,17.8994051,dislike,0.581,0.315,0.459,0.0398,0.881,0.0314,0.151,119.042,-14.519,4.226005274,electronic
S178,s60r,3.0,60,rnb,Between the Sheets,0.719,0.575,0.377,0.661,0.0,0.0974,0.0902,83.919,-12.585,4.909530227,neutral,0.581,0.315,0.459,0.0398,0.881,0.0314,0.151,119.042,-14.519,4.226005274,electronic
S178,s22r,3.0,22,country,Babe,0.535,0.664,0.777,0.0187,1.62e-06,0.207,0.136,171.72,-3.292,8.649252465,neutral,0.581,0.315,0.459,0.0398,0.881,0.0314,0.151,119.042,-14.519,4.226005274,electronic
S178,s3r,2.0,3,pop-rock,Centerfold,0.653,0.888,0.677,0.249,0.0,0.0396,0.403,114.37,-12.244,19.30405677,dislike,0.581,0.315,0.459,0.0398,0.881,0.0314,0.151,119.042,-14.519,4.226005274,electronic
S178,s25r,1.0,25,country,Losing Sleep,0.584,0.634,0.621,0.0715,1.68e-06,0.0443,0.389,92.003,-5.703,11.88066173,dislike,0.581,0.315,0.459,0.0398,0.881,0.0314,0.151,119.042,-14.519,4.226005274,electronic
S178,s23r,2.0,23,country,Not Ready to Make Nice,0.425,0.288,0.554,0.134,8.56e-05,0.0298,0.0963,83.917,-4.145,4.988259917,dislike,0.581,0.315,0.459,0.0398,0.881,0.0314,0.151,119.042,-14.519,4.226005274,electronic
S178,s11r,1.0,11,classical,"Requiem in D Minor, K. 626: 3. Sequentia: Dies irae - Live",0.46,0.513,0.387,0.934,0.279,0.0311,0.48,72.376,-13.384,7.68764185,dislike,0.581,0.315,0.459,0.0398,0.881,0.0314,0.151,119.042,-14.519,4.226005274,electronic
S178,s16r,2.0,16,classical,"Manon Lescaut / Act 2: ""In quelle trine morbide""",0.181,0.0383,0.114,0.987,0.0779,0.0501,0.1,168.13,-17.469,3399.922569,dislike,0.581,0.315,0.459,0.0398,0.881,0.0314,0.151,119.042,-14.519,4.226005274,electronic
S178,s35r,1.0,35,electronic,The Prince,0.61,0.299,0.781,0.00361,0.135,0.0379,0.323,95.003,-5.694,485.3799732,dislike,0.581,0.315,0.459,0.0398,0.881,0.0314,0.151,119.042,-14.519,4.226005274,electronic
S178,s41r,3.0,41,rap,Revenge,0.844,0.476,0.574,0.306,0.0,0.382,0.11,158.047,-4.886,1.629350053,neutral,0.581,0.315,0.459,0.0398,0.881,0.0314,0.151,119.042,-14.519,4.226005274,electronic
S178,s30r,2.0,30,country,I'm Alright,0.676,0.591,0.733,0.191,0.0,0.0294,0.192,98.234,-7.745,10.10065238,dislike,0.581,0.315,0.459,0.0398,0.881,0.0314,0.151,119.042,-14.519,4.226005274,electronic
S178,s47r,2.0,47,rap,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",0.545,0.277,0.781,0.0139,0.0,0.185,0.161,150.097,-3.616,17.26857654,dislike,0.581,0.315,0.459,0.0398,0.881,0.0314,0.151,119.042,-14.519,4.226005274,electronic
S178,s38r,4.0,38,electronic,IZ-US,0.581,0.315,0.459,0.0398,0.881,0.0314,0.151,119.042,-14.519,4.226005274,like,0.581,0.315,0.459,0.0398,0.881,0.0314,0.151,119.042,-14.519,4.226005274,electronic
S178,s27r,1.0,27,country,Raised on Country,0.572,0.79,0.794,0.395,0.0,0.0455,0.23,148.095,-3.224,2.700564182,dislike,0.581,0.315,0.459,0.0398,0.881,0.0314,0.151,119.042,-14.519,4.226005274,electronic
S182,s17r,1.0,17,classical,Gabriel's Oboe,0.233,0.0675,0.195,0.96,0.914,0.0461,0.0793,61.211,-17.202,155.821534,dislike,0.747,0.601,0.52,0.0977,0.0537,0.0357,0.142,92.869,-10.523,25.36096214,rap
S182,s27r,2.0,27,country,Raised on Country,0.572,0.79,0.794,0.395,0.0,0.0455,0.23,148.095,-3.224,2.700564182,dislike,0.747,0.601,0.52,0.0977,0.0537,0.0357,0.142,92.869,-10.523,25.36096214,rap
S182,s2r,3.0,2,pop-rock,Beast Of Burden - Remastered,0.783,0.885,0.878,0.39,0.000778,0.0308,0.0426,100.626,-3.864,3.247493243,neutral,0.747,0.601,0.52,0.0977,0.0537,0.0357,0.142,92.869,-10.523,25.36096214,rap
S182,s16r,1.0,16,classical,"Manon Lescaut / Act 2: ""In quelle trine morbide""",0.181,0.0383,0.114,0.987,0.0779,0.0501,0.1,168.13,-17.469,3399.922569,dislike,0.747,0.601,0.52,0.0977,0.0537,0.0357,0.142,92.869,-10.523,25.36096214,rap
S182,s19r,1.0,19,classical,"Cello Concerto in E Minor, Op.85 (1997 - Remaster): I. Adagio - Moderato",0.124,0.0433,0.0978,0.952,0.218,0.0432,0.112,96.309,-22.849,1565.979867,dislike,0.747,0.601,0.52,0.0977,0.0537,0.0357,0.142,92.869,-10.523,25.36096214,rap
S182,s41r,2.0,41,rap,Revenge,0.844,0.476,0.574,0.306,0.0,0.382,0.11,158.047,-4.886,1.629350053,dislike,0.747,0.601,0.52,0.0977,0.0537,0.0357,0.142,92.869,-10.523,25.36096214,rap
S182,s45r,1.0,45,rap,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",0.394,0.335,0.661,0.00996,0.0,0.192,0.343,149.818,-8.684,2.353168919,dislike,0.747,0.601,0.52,0.0977,0.0537,0.0357,0.142,92.869,-10.523,25.36096214,rap
S182,s22r,2.0,22,country,Babe,0.535,0.664,0.777,0.0187,1.62e-06,0.207,0.136,171.72,-3.292,8.649252465,dislike,0.747,0.601,0.52,0.0977,0.0537,0.0357,0.142,92.869,-10.523,25.36096214,rap
S182,s21r,2.0,21,country,Blue Eyes Crying In the Rain,0.626,0.418,0.04,0.928,0.00178,0.0405,0.11,117.136,-19.994,2.241434191,dislike,0.747,0.601,0.52,0.0977,0.0537,0.0357,0.142,92.869,-10.523,25.36096214,rap
S182,s50r,4.0,50,rap,You Know How We Do It - Remastered,0.747,0.601,0.52,0.0977,0.0537,0.0357,0.142,92.869,-10.523,25.36096214,like,0.747,0.601,0.52,0.0977,0.0537,0.0357,0.142,92.869,-10.523,25.36096214,rap
S182,s6r,1.0,6,pop-rock,She Sells Sanctuary,0.55,0.419,0.765,4.76e-06,0.873,0.0287,0.132,139.46,-8.684,144.2120256,dislike,0.747,0.601,0.52,0.0977,0.0537,0.0357,0.142,92.869,-10.523,25.36096214,rap
S182,s10r,2.0,10,pop-rock,Ramble On - 1990 Remaster,0.468,0.886,0.607,0.072,0.000852,0.0336,0.225,98.429,-11.367,8.623594407,dislike,0.747,0.601,0.52,0.0977,0.0537,0.0357,0.142,92.869,-10.523,25.36096214,rap
S182,s47r,1.0,47,rap,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",0.545,0.277,0.781,0.0139,0.0,0.185,0.161,150.097,-3.616,17.26857654,dislike,0.747,0.601,0.52,0.0977,0.0537,0.0357,0.142,92.869,-10.523,25.36096214,rap
S182,s42r,3.0,42,rap,HUMBLE.,0.908,0.421,0.621,0.000282,5.39e-05,0.102,0.0958,150.011,-6.638,21.33760309,neutral,0.747,0.601,0.52,0.0977,0.0537,0.0357,0.142,92.869,-10.523,25.36096214,rap
S182,s52r,3.0,52,rnb,Un-Break My Heart - Classic Radio Mix,0.764,0.353,0.966,0.105,4.34e-05,0.0506,0.12,122.674,-6.286,0.040596158,neutral,0.747,0.601,0.52,0.0977,0.0537,0.0357,0.142,92.869,-10.523,25.36096214,rap
S183,s52r,2.0,52,rnb,Un-Break My Heart - Classic Radio Mix,0.764,0.353,0.966,0.105,4.34e-05,0.0506,0.12,122.674,-6.286,0.040596158,dislike,0.5496666666666666,0.5734,0.5273333333333333,0.5133333333333333,0.2970726666666667,0.06280000000000001,0.26466666666666666,107.40366666666667,-11.341000000000001,52.966891282000006,pop-rock
S183,s25r,3.0,25,country,Losing Sleep,0.584,0.634,0.621,0.0715,1.68e-06,0.0443,0.389,92.003,-5.703,11.88066173,neutral,0.5496666666666666,0.5734,0.5273333333333333,0.5133333333333333,0.2970726666666667,0.06280000000000001,0.26466666666666666,107.40366666666667,-11.341000000000001,52.966891282000006,pop-rock
S183,s21r,2.0,21,country,Blue Eyes Crying In the Rain,0.626,0.418,0.04,0.928,0.00178,0.0405,0.11,117.136,-19.994,2.241434191,dislike,0.5496666666666666,0.5734,0.5273333333333333,0.5133333333333333,0.2970726666666667,0.06280000000000001,0.26466666666666666,107.40366666666667,-11.341000000000001,52.966891282000006,pop-rock
S183,s1r,5.0,1,pop-rock,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",0.601,0.673,0.703,0.175,8.4e-05,0.0379,0.571,106.164,-6.24,19.36528286,like,0.5496666666666666,0.5734,0.5273333333333333,0.5133333333333333,0.2970726666666667,0.06280000000000001,0.26466666666666666,107.40366666666667,-11.341000000000001,52.966891282000006,pop-rock
S183,s7r,4.0,7,pop-rock,I'm a Slave 4 U,0.847,0.963,0.843,0.415,0.000134,0.106,0.107,110.027,-3.579,3.761015186,like,0.5496666666666666,0.5734,0.5273333333333333,0.5133333333333333,0.2970726666666667,0.06280000000000001,0.26466666666666666,107.40366666666667,-11.341000000000001,52.966891282000006,pop-rock
